,telegram_id,username,is_banned,excluded_from_airdrop
40673,554521469,,1,0
40674,554523672,,1,0
40675,554526269,mujiuqi89,1,0
40676,554526954,pengyawo84,1,0
40679,554530670,chulutang3,1,0
40683,554532725,,1,0
40685,554535266,,1,0
40687,554536766,BenedictFlower,1,0
40689,554537967,,1,0
40691,554539065,,1,0
40692,554539644,SaraKeynes,1,0
40694,554541308,Hari_Ha,1,0
40701,554548095,haojina,1,0
40702,554550445,kathleen2palacios,1,0
40703,554552744,mouyuzhuang,1,0
40704,554554445,jennie9martinez,1,0
40705,554554992,,1,0
40711,554560821,,1,0
40712,554560885,daniel6camarillo,1,0
40714,554561967,rendaoba05,1,0
40730,554581690,,1,0
40732,554582995,,1,0
40735,554588024,,1,0
40736,554591126,brandon6mckethan,1,0
40737,554591650,,1,0
40738,554593422,,1,0
40739,554593672,elmer6wright,1,0
40741,554594706,vnkvss85,1,0
40743,554598019,jiranba12,1,0
40744,554603628,dangganqi,1,0
40745,554604095,quqvyonrqt,1,0
40746,554604155,,1,0
40747,554604792,,1,0
40751,554609097,,1,0
40753,554611041,,1,0
40755,554613634,gregory9reed,1,0
40757,554614038,,1,0
40758,554615778,,1,0
40759,554619394,lujiongshang,1,0
40761,554621441,tanjisi,1,0
40762,554623479,quozvvlutt,1,0
40763,554624559,AtamanSemyonoff,1,0
40765,554626782,quozwdhodu,1,0
40766,554628034,qumqwomcho,1,0
40767,554628279,,1,0
40769,554631354,,1,0
40770,554632144,bicigu,1,0
40773,554635805,LorriKyles,1,0
40775,554636106,quozvyqtmx,1,0
40778,554639022,,1,0
40783,554644283,hexingpin63,1,0
40784,554645375,,1,0
40786,554651939,qtrpympnsk,1,0
40789,554652680,shuoshaliao,1,0
40791,554653576,qumqwffsmk,1,0
40796,554657470,quovijjuxc,1,0
40798,554664067,guiliangshi,1,0
40801,554665894,,1,0
40802,554666049,pengtaoquan7,1,0
40803,554667180,fduptph4,1,0
40804,554667871,kingingaval,1,0
40806,554669468,lora8brown,1,0
40814,554676273,zhiyiji,1,0
40820,554682637,bieyuchun9,1,0
40822,554683615,,1,0
40824,554684067,Evgene3578,1,0
40826,554684241,michael9underwood,1,0
40828,554685840,quqvycunjr,1,0
40829,554686308,,1,0
40830,554686819,,1,0
40832,554689037,kaqigazr,1,0
40836,554693455,,1,0
40841,554702453,,1,0
40842,554706251,LeHaM88,1,0
40846,554711142,zaijihuang,1,0
40848,554715952,,1,0
40851,554718970,toulueqiao2,1,0
40854,554722265,,1,0
40860,554724746,luccamnhung,1,0
40861,554725659,AllenChilde,1,0
40862,554726591,ThienRfc9s5,1,0
40864,554730228,,1,0
40871,554739487,,1,0
40875,554741624,,1,0
40876,554741629,quqvymjzil,1,0
40880,554746699,vothuymien,1,0
40881,554747900,,1,0
40882,554749303,,1,0
40892,554761244,zhuizhongmi,1,0
40893,554761338,VGfoMWMPiBLE4,1,0
40897,554763340,banhhuonglien,1,0
40898,554763474,longlazhang16,1,0
40899,554765678,,1,0
40903,554768515,,1,0
40905,554769329,guannangjiu,1,0
40908,554770500,pjw1236,1,0
40910,554775167,,1,0
40911,554776337,OMI1Q,1,0
40912,554777130,,1,0
40913,554777581,quqvysfysr,1,0
40915,554778784,zuolueguai54,1,0
40918,554782057,,1,0
40919,554782204,modina1,1,0
40920,554782334,buldrop,1,0
40921,554782622,quozvhxcsa,1,0
40922,554783101,,1,0
40926,554789981,,1,0
40928,554790514,,1,0
40931,554795524,,1,0
40932,554796322,,1,0
40934,554798224,qumqwirijy,1,0
40935,554802262,,1,0
40936,554802737,chenglueya93,1,0
40940,554808754,podvoysky,1,0
40941,554810653,,1,0
40942,554813131,,1,0
40945,554816874,melissa7yost,1,0
40946,554818641,,1,0
40948,554820149,,1,0
40949,554821763,BeverlyZechariah,1,0
40950,554822401,qumqwoefqo,1,0
40951,554823050,,1,0
40958,554828423,hangsilan,1,0
40959,554830255,m903pvj5,1,0
40964,554835346,,1,0
40966,554836080,,1,0
40967,554836149,jicangsi,1,0
40968,554836741,,1,0
40971,554839431,,1,0
40972,554841087,mingyanzhi37,1,0
40975,554844323,fuzayou,1,0
40980,554851568,Larikfishman,1,0
40982,554854810,jifanyou99,1,0
40984,554855812,dorothy7steakley,1,0
40986,554856666,jnef6wgu,1,0
40989,554859080,BroderickCromwell,1,0
40994,554863430,,1,0
40995,554864128,qtrhzesncg,1,0
40997,554866553,qumqvwwiwy,1,0
40998,554868221,niechidu92,1,0
41000,554868532,zonglugong,1,0
41002,554871481,LawrenceMike,1,0
41003,554872105,xieshanqie,1,0
41004,554872180,tanuxa99,1,0
41006,554873522,,1,0
41009,554877312,,1,0
41010,554877678,james3gasca,1,0
41011,554877914,,1,0
41013,554878741,,1,0
41015,554884967,yutunzong88,1,0
41016,554886484,bo2kycal37suv,1,0
41018,554887466,,1,0
41021,554888552,zhunmujia,1,0
41022,554888963,zaimeiji,1,0
41026,554893171,,1,0
41027,554894306,quqvxzucsi,1,0
41036,554907605,MonicaIrving,1,0
41037,554908329,haokancai,1,0
41040,554910174,hongluhan18,1,0
41042,554911819,lquan7961,1,0
41043,554912393,,1,0
41045,554913703,,1,0
41048,554916454,,1,0
41051,554919413,qumqwhhhsd,1,0
41053,554921312,beibiqiao,1,0
41058,554927724,wangxianshi58,1,0
41059,554928325,,1,0
41060,554929740,joe2schroepfer,1,0
41061,554930738,zhizhicong,1,0
41062,554930930,,1,0
41063,554931017,bozaiji,1,0
41065,554933146,,1,0
41070,554941155,,1,0
41072,554943668,,1,0
41074,554946232,guzisi00,1,0
41075,554947805,,1,0
41077,554949191,,1,0
41078,554951217,richard6mattione,1,0
41079,554951285,,1,0
41083,554953479,maxmaine,1,0
41084,554953880,adampo1,1,0
41088,554957625,LuanLGnkCd,1,0
41090,554958171,,1,0
41091,554958550,qulesemsqb,1,0
41100,554966617,guanzhanyue,1,0
41101,554967009,Derrick341,1,0
41105,554970782,,1,0
41113,554974693,,1,0
41115,554976737,kuangjiacai8,1,0
41117,554976939,kathryn6ransom,1,0
41120,554980598,shansiyuan,1,0
41122,554982628,lucdiemhuong,1,0
41123,554983296,kouxianyun3,1,0
41124,554987774,deidre9urankar,1,0
41125,554988203,doujitu,1,0
41127,554989523,yanshaitan,1,0
41133,554995134,matuanngoc,1,0
41134,554996199,yedengzhuo,1,0
41135,554998423,trantanbinh,1,0
41137,554999766,congdouzhun,1,0
41138,555000688,qsufdjhsfi,1,0
41140,555005216,,1,0
41141,555005325,leonard5davis,1,0
41143,555009261,,1,0
41144,555010338,,1,0
41146,555011447,,1,0
41147,555015025,tamkana,1,0
41148,555016333,paizaiyong,1,0
41149,555016457,,1,0
41150,555024030,,1,0
41152,555028499,jiaoshenye,1,0
41153,555029178,,1,0
41154,555029504,mehmetgulisik,1,0
41155,555030505,,1,0
41159,555039264,,1,0
41161,555039639,quoutetwmg,1,0
41163,555040350,miaoleba26,1,0
41164,555040684,micheal2stevenson,1,0
41166,555044015,,1,0
41167,555049289,,1,0
41168,555049875,tongxianxie82,1,0
41169,555050258,ahmad3099,1,0
41170,555051246,GalePollitt,1,0
41172,555053202,qumqwhairc,1,0
41173,555054421,ewyw6pns,1,0
41174,555054680,LunAxxLunAxx,1,0
41176,555057151,truongdanlinh,1,0
41180,555063490,,1,0
41184,555065469,MignonBobby81,1,0
41185,555066435,,1,0
41189,555072003,FredericaJulius,1,0
41190,555072713,,1,0
41193,555076832,liaopapiao,1,0
41195,555078609,CarolQuiller,1,0
41196,555078829,,1,0
41200,555082833,chuleiba14,1,0
41201,555083666,XantheHill,1,0
41202,555091200,,1,0
41203,555091930,quzzfngfnq,1,0
41204,555092031,phonhatminh,1,0
41209,555095171,,1,0
41213,555101282,,1,0
41215,555104236,Etuth,1,0
41216,555104598,Gunnroseking,1,0
41217,555104664,,1,0
41219,555110639,,1,0
41224,555118976,DBxKukcRBxYc4,1,0
41225,555119531,souzhanfei,1,0
41227,555120090,quyenthuymi,1,0
41229,555120840,jiaoshaiyan,1,0
41231,555123884,,1,0
41232,555124989,,1,0
41234,555127858,,1,0
41235,555128043,emkaa3,1,0
41241,555133877,,1,0
41244,555135044,qvcujpfzze,1,0
41245,555135834,venetsia7,1,0
41246,555135989,ngonguyengiap,1,0
41248,555137197,,1,0
41249,555137901,kyziee,1,0
41252,555140828,,1,0
41254,555143318,,1,0
41255,555143828,Rviradiya,1,0
41260,555147534,,1,0
41262,555148964,quozvzlitj,1,0
41264,555150634,taolanjiao,1,0
41266,555153122,,1,0
41267,555153568,cheryl1pruitt,1,0
41268,555153795,yanpangyan,1,0
41274,555165381,,1,0
41275,555166379,chenganfen,1,0
41276,555166535,frederick2pineda,1,0
41278,555167723,quphptiyss,1,0
41283,555169603,quqvyuofcu,1,0
41284,555173006,JnxVsxZzAgsp3,1,0
41287,555174649,,1,0
41289,555176172,wxwLmLKCBwzT7,1,0
41290,555176423,olkyghp,1,0
41291,555177823,youjingkang,1,0
41292,555179164,,1,0
41294,555182589,quqabtvohu,1,0
41296,555184358,AuroraFreeman,1,0
41299,555188237,,1,0
41301,555189799,zhaopaji,1,0
41302,555191086,,1,0
41303,555191217,qtrwruqykl,1,0
41305,555192250,zenobia2crowe,1,0
41307,555192786,,1,0
41308,555193003,Jaluisaurav,1,0
41309,555193580,,1,0
41315,555202021,ganzhangbei,1,0
41317,555203307,paizhaoshi,1,0
41319,555205356,LorraineHarvey56,1,0
41326,555212775,,1,0
41327,555213896,,1,0
41328,555216274,,1,0
41330,555217042,WrightTuttle,1,0
41332,555224053,qvbpckqnbm,1,0
41340,555232295,qwazpiewsp,1,0
41342,555233781,changxianzhi25,1,0
41345,555234732,LouiseClarissa,1,0
41346,555234817,wushaosu49,1,0
41347,555239012,mark9davis,1,0
41349,555245387,,1,0
41351,555250998,,1,0
41352,555251430,zhengzhile89,1,0
41354,555252653,kanyuanyi,1,0
41358,555255784,,1,0
41359,555258395,qiupanzi7,1,0
41360,555258777,texane3,1,0
41365,555268989,BoothStephen,1,0
41366,555275684,didixian4,1,0
41367,555275773,cangzhongliao6,1,0
41368,555281154,RobertCoffey,1,0
41369,555282446,weisoumei31,1,0
41374,555285640,igorosi,1,0
41376,555287144,,1,0
41379,555290137,,1,0
41380,555290375,TrungR3w8nJ,1,0
41382,555293596,rc89hvgs,1,0
41385,555294803,,1,0
41386,555295147,quhaowei9,1,0
41387,555295975,zhengzhangsi49,1,0
41388,555296531,qtrldkwmms,1,0
41389,555296808,yangbubo84,1,0
41391,555297260,,1,0
41394,555303024,,1,0
41396,555307221,,1,0
41397,555307951,quzzeookjm,1,0
41400,555310077,judy1coulston,1,0
41402,555310734,,1,0
41403,555312099,,1,0
41404,555313047,,1,0
41407,555314688,,1,0
41408,555314786,,1,0
41413,555318999,,1,0
41414,555319078,,1,0
41415,555321403,,1,0
41416,555324243,,1,0
41417,555324400,quptexdnnt,1,0
41418,555324581,quozweqzch,1,0
41419,555324993,yongtangshou,1,0
41420,555326443,chuobugao,1,0
41421,555327650,curtis5greathouse,1,0
41422,555329291,,1,0
41426,555333025,,1,0
41427,555333081,ynkhurok,1,0
41429,555338001,vcbsdfg,1,0
41431,555339839,f3v4yga9,1,0
41433,555340621,edgar5vasquez,1,0
41434,555342251,,1,0
41440,555348048,GriseldaBurke,1,0
41441,555350906,nhox2,1,0
41442,555352152,,1,0
41448,555355868,KhaiNhan1,1,0
41451,555359012,jizhongqian35,1,0
41457,555364802,,1,0
41460,555365731,qumqvivvvs,1,0
41466,555373281,,1,0
41467,555373609,CedricDewey,1,0
41468,555373927,DoGiangSon,1,0
41469,555374423,qtsnppsstx,1,0
41470,555375802,doiaproo,1,0
41471,555376364,quozwfgknq,1,0
41472,555379509,qvceoxvrfm,1,0
41477,555389210,boeboeziani,1,0
41479,555390192,,1,0
41481,555393011,,1,0
41484,555397204,,1,0
41486,555398078,chuizailu,1,0
41487,555400538,,1,0
41488,555401789,,1,0
41498,555411711,,1,0
41500,555413335,,1,0
41501,555414332,,1,0
41503,555419213,shammijayshreet12,1,0
41506,555420082,qtsnnaawxc,1,0
41507,555421893,,1,0
41508,555422399,,1,0
41509,555422721,,1,0
41511,555423451,zhantugu,1,0
41513,555424607,,1,0
41514,555424820,truonggtrung,1,0
41515,555425270,HKN001,1,0
41516,555426112,qumqvgtjaa,1,0
41523,555432392,,1,0
41524,555433200,luokongxuan0,1,0
41525,555434647,,1,0
41526,555435893,,1,0
41528,555436312,zailucan6,1,0
41529,555438835,caobichthuy,1,0
41530,555438855,qtsnnucndr,1,0
41533,555441704,,1,0
41534,555442234,willard6rodgers,1,0
41535,555443869,VopoioNerel,1,0
41536,555445137,quijvfnned,1,0
41537,555446456,,1,0
41539,555446935,,1,0
41540,555448416,shenhanlan,1,0
41545,555456109,quouruoymc,1,0
41549,555460355,,1,0
41550,555461483,venci33,1,0
41552,555464811,,1,0
41553,555465175,mafangxing51,1,0
41558,555468534,nguyennamnhat,1,0
41560,555469077,,1,0
41564,555479079,,1,0
41568,555482709,,1,0
41569,555482763,drq3azqwya28vf,1,0
41574,555489300,CynthiaBennett,1,0
41581,555491981,,1,0
41582,555493120,xuanchunzhang49,1,0
41585,555497816,,1,0
41587,555498031,phixuanhien,1,0
41595,555504841,leiyezhi9,1,0
41598,555510042,buitiephy,1,0
41599,555514731,chudoantrang,1,0
41605,555525013,majietang54,1,0
41611,555533889,guangpoliang70,1,0
41612,555536861,qurmuojoaf,1,0
41614,555537700,butuiliao,1,0
41615,555538368,,1,0
41616,555538763,,1,0
41619,555541429,SandraEipstein,1,0
41623,555544270,qumqvycdjp,1,0
41625,555546009,,1,0
41626,555547370,,1,0
41627,555548197,AudreyRoger,1,0
41628,555550222,,1,0
41630,555554581,quzzettsvt,1,0
41632,555557404,antonio6rosas,1,0
41636,555562203,dongtannan,1,0
41638,555563267,,1,0
41639,555564673,PrimaCharlotte93,1,0
41642,555570085,mengaozhi,1,0
41644,555575188,,1,0
41646,555575387,,1,0
41648,555575643,,1,0
41649,555575769,,1,0
41650,555578439,,1,0
41656,555583314,shouzhangshang,1,0
41657,555583955,cuong03,1,0
41660,555587317,WoodrowKent,1,0
41662,555588303,,1,0
41665,555591447,quozudfjvd,1,0
41670,555596554,hai_xin_ya3690309,1,0
41671,555597309,phillip5boykins,1,0
41672,555598161,,1,0
41674,555599551,goumeiping5,1,0
41676,555603386,yihuaiyan,1,0
41678,555604854,,1,0
41679,555605326,,1,0
41680,555608263,xiebaijie0,1,0
41681,555608807,quozutpawl,1,0
41683,555613415,PenelopeWalpole,1,0
41686,555616923,,1,0
41687,555617752,alexander7honokaupu,1,0
41688,555618064,,1,0
41695,555624382,xianyazi,1,0
41696,555624531,quptercsfb,1,0
41697,555624819,,1,0
41698,555625392,qwaxscesjy,1,0
41700,555626379,,1,0
41703,555629173,,1,0
41705,555632414,toupole9,1,0
41706,555632897,luxingfen0,1,0
41707,555632927,pinkgo,1,0
41708,555633478,,1,0
41710,555634923,HenryBunyan,1,0
41711,555638580,cynthia6boswell,1,0
41714,555641217,,1,0
41719,555645992,WinstonHobson,1,0
41720,555646441,anhson11,1,0
41722,555648040,,1,0
41723,555648170,FilatovLev,1,0
41724,555649559,qvdtcbudvj,1,0
41735,555658064,,1,0
41736,555658093,,1,0
41737,555660208,AprilBruno,1,0
41741,555663426,liaohuitao38,1,0
41743,555665632,,1,0
41744,555666605,timothy8smith,1,0
41745,555668931,,1,0
41746,555669688,paoqueci,1,0
41747,555670215,qtrlqvsivh,1,0
41749,555675418,,1,0
41750,555675558,qvcuigkuue,1,0
41751,555677507,,1,0
41759,555688762,shanjieliao,1,0
41760,555689291,,1,0
41762,555689728,,1,0
41764,555690072,sharon2le,1,0
41766,555692473,,1,0
41767,555692544,qvbmwmxjrj,1,0
41771,555697713,,1,0
41773,555700176,zangzhancan5,1,0
41778,555705114,,1,0
41780,555707799,,1,0
41785,555713556,GriseldaCommons,1,0
41786,555716082,kuilanghuai6,1,0
41787,555716567,maopulai9,1,0
41789,555719641,,1,0
41796,555725107,GamerBalam,1,0
41798,555725300,qupteqyedg,1,0
41800,555727154,quhaggopsm,1,0
41801,555727594,,1,0
41806,555728574,PamelaDuBois,1,0
41810,555737183,,1,0
41811,555738366,,1,0
41812,555738584,mupantu62,1,0
41814,555740247,suzhihuan2,1,0
41816,555740762,DominicWill,1,0
41818,555744293,qtsnrwvlmv,1,0
41822,555748187,,1,0
41823,555749138,shouhanzhi10,1,0
41825,555750930,huangoushan,1,0
41828,555752242,marjo_wallet,1,0
41829,555753508,,1,0
41830,555753931,,1,0
41831,555754223,kanjiegu,1,0
41832,555754362,,1,0
41837,555756827,,1,0
41839,555759786,zheyao,1,0
41841,555760523,quifzodhis,1,0
41844,555767754,james3munoz,1,0
41846,555770479,,1,0
41847,555771220,,1,0
41848,555771485,,1,0
41851,555776366,yinlanliao,1,0
41852,555777355,qwazocbpuq,1,0
41853,555781470,,1,0
41854,555781737,leitangmi,1,0
41857,555784751,GemmaPalmer29,1,0
41860,555786407,qukvfvfizx,1,0
41861,555787947,dongzhigu,1,0
41864,555794600,,1,0
41865,555796847,zitongdou,1,0
41867,555800705,tvo728309,1,0
41871,555802945,,1,0
41874,555805763,drocy55i,1,0
41876,555808249,MageeDoherty,1,0
41877,555808599,,1,0
41878,555808784,,1,0
41879,555809734,,1,0
41880,555812946,crazyzara,1,0
41883,555817917,berh41bioder160,1,0
41884,555817921,zaichie3,1,0
41888,555822988,,1,0
41890,555825868,taozhongtui,1,0
41891,555826324,,1,0
41892,555828820,CamilleCarey,1,0
41894,555829655,,1,0
41896,555831444,,1,0
41897,555834391,tongziba9,1,0
41898,555834838,xingwenguan55,1,0
41905,555839400,,1,0
41906,555839896,,1,0
41907,555841643,,1,0
41909,555842355,,1,0
41914,555847272,amy9gamble,1,0
41915,555847665,,1,0
41917,555849968,xiehuansu,1,0
41921,555853987,,1,0
41922,555855912,qupteoykdl,1,0
41926,555863424,xudunjiao0,1,0
41927,555864550,trangtran555,1,0
41928,555866657,anna6lockwood,1,0
41933,555868943,ShirleyBellamy,1,0
41934,555869259,,1,0
41940,555874804,,1,0
41941,555876477,,1,0
41942,555877988,MargueriteWilhelmina8472,1,0
41945,555881270,,1,0
41946,555881705,lianxiongyou,1,0
41947,555883903,lIbFMxsphNZe7,1,0
41948,555886219,,1,0
41952,555888835,,1,0
41953,555892349,quozvuugfv,1,0
41960,555898325,,1,0
41962,555900434,,1,0
41965,555905562,,1,0
41968,555907063,,1,0
41971,555908939,robert3hensley,1,0
41973,555911545,AugustineDoris35,1,0
41974,555911892,jixinshan,1,0
41975,555912338,,1,0
41976,555912410,,1,0
41978,555913425,vuongthuhuyen,1,0
41979,555914470,lengdaozhi18,1,0
41980,555915181,menyude,1,0
41982,555923105,,1,0
41985,555927316,,1,0
41986,555927919,,1,0
41991,555938052,EgbertGissing,1,0
41994,555938437,donald2lowery,1,0
41995,555941113,luzhangbeng2,1,0
41996,555941317,BishopEdie,1,0
41997,555943148,fumenyan88,1,0
41998,555943167,reichirusama,1,0
42000,555947158,wilhelmina1debell,1,0
42001,555947477,ganglue,1,0
42004,555954299,patricia5croft,1,0
42006,555956970,,1,0
42007,555957034,,1,0
42008,555957108,,1,0
42010,555959425,,1,0
42011,555959984,zhuibilu,1,0
42015,555962958,quozvpcfec,1,0
42016,555964973,PrimoJennings,1,0
42019,555966581,xiepiesou,1,0
42022,555970688,,1,0
42023,555970798,erinlossius3163,1,0
42024,555970840,HEHUACHI,1,0
42027,555973670,jiangdangyou,1,0
42028,555973882,,1,0
42030,555976726,,1,0
42034,555979274,,1,0
42035,555979841,xieyanhe,1,0
42038,555981913,yuxiansou4,1,0
42039,555982199,qumyztrwwd,1,0
42042,555990416,jicaihuan,1,0
42043,555990982,MonaDulles,1,0
42044,555995596,qumsrpgheo,1,0
42045,555997113,quqvyhswux,1,0
42048,555997700,glorywealth116,1,0
42052,556001500,,1,0
42053,556001842,quozvhtucv,1,0
42054,556002177,pangbaizhong,1,0
42056,556004290,,1,0
42057,556004472,qwaxrzzupa,1,0
42061,556010217,voanhvuz,1,0
42062,556010806,,1,0
42063,556013088,,1,0
42067,556017164,,1,0
42070,556018780,,1,0
42073,556020713,,1,0
42074,556021373,xudengmu90,1,0
42075,556021553,,1,0
42076,556023736,Raybald66072Hornet,1,0
42079,556027147,namihei,1,0
42081,556033580,sangliangji5,1,0
42082,556035458,qsufaydikf,1,0
42084,556041659,lutman,1,0
42087,556043528,ClaireWells54,1,0
42088,556044200,pengbihuan32,1,0
42089,556044283,edna6miller,1,0
42095,556047283,jeannine1mcclain,1,0
42098,556050413,kangqianshao,1,0
42101,556056178,luinhj4,1,0
42103,556060219,qumqxsbjgz,1,0
42107,556066897,panshaoqian,1,0
42108,556067910,JustinFranklin,1,0
42109,556068248,viet0040,1,0
42110,556071202,guguanyan,1,0
42111,556071727,liweizhang00,1,0
42114,556072347,hualatang81,1,0
42117,556075096,haoxingxie1,1,0
42121,556080290,,1,0
42122,556081207,,1,0
42123,556082068,,1,0
42124,556085021,qwazobqkol,1,0
42126,556086940,,1,0
42127,556087521,wengjiongan,1,0
42129,556088736,quozvuqaar,1,0
42130,556089956,,1,0
42133,556091609,hknyldzzzz,1,0
42134,556091628,beishitan,1,0
42135,556091966,,1,0
42136,556092727,quqswqfutb,1,0
42138,556096029,,1,0
42140,556101175,,1,0
42142,556102543,qumqwkcwla,1,0
42143,556102601,,1,0
42145,556103386,bianrenque9,1,0
42146,556104293,,1,0
42147,556106129,PamelaJonson,1,0
42153,556113435,hdbank,1,0
42157,556115654,Eldho130187,1,0
42158,556116240,,1,0
42159,556118205,qutbtdpqsc,1,0
42161,556118661,,1,0
42162,556119670,,1,0
42163,556121256,,1,0
42165,556122283,,1,0
42168,556124791,xinchenzhuang26,1,0
42169,556125226,hothuyngoc,1,0
42170,556126199,quhsnwdlkt,1,0
42171,556126470,quzzfzvenu,1,0
42172,556127369,,1,0
42173,556127929,,1,0
42174,556128467,,1,0
42177,556131084,vinhngoc985,1,0
42179,556135433,RanggaDhisa,1,0
42181,556136083,,1,0
42184,556139076,yubihe7,1,0
42186,556145379,,1,0
42188,556148168,shiqianrang,1,0
42189,556149715,leshihuan,1,0
42191,556154769,Golaskarpov,1,0
42193,556155700,qtsdvmwhej,1,0
42194,556155973,zhanbixue0,1,0
42195,556157702,,1,0
42196,556157780,liuxinbi8,1,0
42199,556161246,quozvxnrwd,1,0
42210,556169486,,1,0
42212,556173757,nguyenthaiduyh,1,0
42213,556175955,lakieudiem,1,0
42214,556176089,TheobaldSmollett,1,0
42215,556177131,RitaHarte,1,0
42217,556178998,nguyenphihai,1,0
42219,556180836,,1,0
42220,556182672,shitaoxin4,1,0
42223,556184776,bachmanhtruong,1,0
42224,556185046,SidBrown,1,0
42234,556197448,,1,0
42237,556201084,,1,0
42240,556202283,,1,0
42241,556203161,kanpanlan,1,0
42243,556203799,aiyedao18,1,0
42244,556205392,,1,0
42245,556206442,guifuji7,1,0
42246,556208537,cigoucheng,1,0
42250,556215635,,1,0
42251,556215800,,1,0
42252,556215985,,1,0
42254,556219692,,1,0
42256,556225770,luutuly,1,0
42258,556229045,tuozhifu,1,0
42261,556231625,jinbeimei05,1,0
42262,556233190,yuanguanna,1,0
42266,556237503,mibiqie3,1,0
42267,556237667,ambrose3monette,1,0
42269,556239882,qiangxingliang,1,0
42270,556240707,danthai800,1,0
42272,556243057,,1,0
42273,556243803,,1,0
42274,556245131,LesleyBridges,1,0
42275,556247258,,1,0
42276,556247290,quovijbqjl,1,0
42277,556248862,liangzhanjie,1,0
42279,556249315,ruandengkan9,1,0
42281,556251499,,1,0
42285,556255554,zhonghuidou9,1,0
42287,556257463,zishunquan,1,0
42293,556262574,chenxiangou99,1,0
42296,556265797,,1,0
42297,556267305,qsufdlsrli,1,0
42299,556268232,,1,0
42300,556269201,qumovvvbws,1,0
42302,556271244,,1,0
42303,556272025,trankimphuong,1,0
42305,556274478,Hkjdbx,1,0
42306,556277869,fangbugou,1,0
42309,556279294,,1,0
42313,556284108,collinvfb,1,0
42314,556285792,,1,0
42316,556286709,,1,0
42318,556287237,,1,0
42319,556287827,quozvppfqf,1,0
42321,556291838,jinwoxing3,1,0
42323,556293056,subei7,1,0
42324,556293968,phanduythanh,1,0
42327,556297748,,1,0
42329,556298069,Willow2,1,0
42330,556298309,,1,0
42331,556298897,aacc1234,1,0
42332,556300020,CryptoBlonde1,1,0
42333,556300103,quqvyryjyi,1,0
42334,556301789,,1,0
42335,556303005,brett2koenig,1,0
42337,556304560,felixmuster,1,0
42338,556305689,jasminanee,1,0
42340,556308200,mulanyuan39,1,0
42341,556309634,yishanjiu,1,0
42342,556310867,huagong,1,0
42343,556310965,,1,0
42344,556313025,HavardFranklyn,1,0
42345,556313989,dangyouqiang,1,0
42346,556316754,margaret6garcia,1,0
42351,556322054,,1,0
42352,556324245,,1,0
42357,556329317,nvber7t8347t,1,0
42358,556330762,quozuwxxyc,1,0
42360,556331644,bachlamha,1,0
42363,556335126,baguetteman2,1,0
42364,556335233,jinliaozhi93,1,0
42365,556337391,OlegKudryavts10,1,0
42369,556347128,,1,0
42372,556348601,xuepajiao87,1,0
42373,556348724,,1,0
42374,556349199,TimmyGregory56,1,0
42375,556349356,rene7favero,1,0
42376,556349709,keliangxian8,1,0
42377,556354444,MatthewBrooke24,1,0
42378,556355784,phamhatien,1,0
42379,556357015,jeremy8michel,1,0
42381,556357919,,1,0
42387,556373945,shihuangshi6,1,0
42388,556375276,qvbmvvehro,1,0
42389,556375425,sandeepcrypt0,1,0
42394,556378612,,1,0
42395,556378865,cari7thornton,1,0
42396,556379824,quozvyfogs,1,0
42397,556381159,zedoc,1,0
42398,556384244,fanjicang69,1,0
42399,556386067,wuyatan32,1,0
42400,556386559,christopher5scott,1,0
42402,556387532,zoupoumi84,1,0
42403,556393024,nguyenbaoanh5,1,0
42404,556393661,scott9lopez,1,0
42405,556396143,pukedou,1,0
42406,556397262,,1,0
42408,556399114,qtsnoesaar,1,0
42409,556400334,jiaohuizhuang,1,0
42411,556401303,rose6garrison,1,0
42412,556403117,huaixiren0,1,0
42416,556406824,dothuhau,1,0
42418,556410472,skyxawmc,1,0
42420,556411948,qwaxrztdkq,1,0
42425,556413960,qupteepwhm,1,0
42426,556421624,,1,0
42430,556424498,vomongquynh,1,0
42438,556434623,zhao5566,1,0
42439,556436698,,1,0
42440,556440723,zhituosi77,1,0
42441,556441915,shifudu9,1,0
42442,556445010,eucbt,1,0
42444,556447130,doupusi4,1,0
42448,556453416,VitaForster,1,0
42452,556457075,,1,0
42457,556460469,langkangche79,1,0
42458,556465945,zhujingluan27,1,0
42460,556468107,qumqwhowmm,1,0
42463,556472385,k2o118cs9hdkr,1,0
42466,556476680,chousique0,1,0
42467,556477658,,1,0
42469,556479422,MerlinChristiana,1,0
42470,556479647,,1,0
42472,556481261,,1,0
42473,556481397,,1,0
42476,556482956,lolewly,1,0
42477,556483979,,1,0
42485,556491835,CareyEmma,1,0
42486,556494377,,1,0
42487,556495515,janet1coello,1,0
42488,556496346,taizhaoyou2,1,0
42490,556497461,EloBou,1,0
42497,556502695,Wolvoxe,1,0
42499,556504392,ElijahAmelia,1,0
42501,556511337,quozvvdijl,1,0
42503,556511924,,1,0
42513,556520622,quozvypvwy,1,0
42515,556523612,fangxieba,1,0
42516,556525127,Mark407,1,0
42520,556527606,helikizl,1,0
42522,556528980,,1,0
42523,556529077,dangzhanshi,1,0
42524,556529576,qumyzthxco,1,0
42525,556530122,bachenyan,1,0
42527,556532687,PearlNicholas,1,0
42528,556534691,yanqianfan,1,0
42530,556537269,KenGoldsmith,1,0
42532,556538012,p58rymyl,1,0
42536,556542263,banhvietcuong,1,0
42537,556542690,fanduntu42,1,0
